Countries Code,Countries,Age (86 categories) Code,Age (86 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E92000001,England,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,3060
E92000001,England,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,3095
E92000001,England,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1824
E92000001,England,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,1008
E92000001,England,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,500
E92000001,England,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,472
E92000001,England,67,Aged 67 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,67,Aged 67 years,3,Mixed or Multiple ethnic groups,1,1 person in household,1007
E92000001,England,67,Aged 67 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1414
E92000001,England,67,Aged 67 years,3,Mixed or Multiple ethnic groups,3,3 people in household,411
E92000001,England,67,Aged 67 years,3,Mixed or Multiple ethnic groups,4,4 people in household,196
E92000001,England,67,Aged 67 years,3,Mixed or Multiple ethnic groups,5,5 people in household,75
E92000001,England,67,Aged 67 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,96
E92000001,England,67,Aged 67 years,4,White,0,0 people in household,0
E92000001,England,67,Aged 67 years,4,White,1,1 person in household,115800
E92000001,England,67,Aged 67 years,4,White,2,2 people in household,307793
E92000001,England,67,Aged 67 years,4,White,3,3 people in household,56133
E92000001,England,67,Aged 67 years,4,White,4,4 people in household,15955
E92000001,England,67,Aged 67 years,4,White,5,5 people in household,5963
E92000001,England,67,Aged 67 years,4,White,6,6 or more people in household,4333
E92000001,England,67,Aged 67 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,67,Aged 67 years,5,Other ethnic group,1,1 person in household,1127
E92000001,England,67,Aged 67 years,5,Other ethnic group,2,2 people in household,2391
E92000001,England,67,Aged 67 years,5,Other ethnic group,3,3 people in household,1269
E92000001,England,67,Aged 67 years,5,Other ethnic group,4,4 people in household,718
E92000001,England,67,Aged 67 years,5,Other ethnic group,5,5 people in household,449
E92000001,England,67,Aged 67 years,5,Other ethnic group,6,6 or more people in household,603
E92000001,England,68,Aged 68 years,-8,Does not apply,0,0 people in household,0
E92000001,England,68,Aged 68 years,-8,Does not apply,1,1 person in household,0
E92000001,England,68,Aged 68 years,-8,Does not apply,2,2 people in household,0
E92000001,England,68,Aged 68 years,-8,Does not apply,3,3 people in household,0
E92000001,England,68,Aged 68 years,-8,Does not apply,4,4 people in household,0
E92000001,England,68,Aged 68 years,-8,Does not apply,5,5 people in household,0
E92000001,England,68,Aged 68 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,3403
E92000001,England,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,10040
E92000001,England,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,5635
E92000001,England,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,3298
E92000001,England,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,2444
E92000001,England,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,5124
E92000001,England,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2980
E92000001,England,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2915
E92000001,England,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1516
E92000001,England,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,826
E92000001,England,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,480
E92000001,England,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,404
E92000001,England,68,Aged 68 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,68,Aged 68 years,3,Mixed or Multiple ethnic groups,1,1 person in household,910
E92000001,England,68,Aged 68 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1352
E92000001,England,68,Aged 68 years,3,Mixed or Multiple ethnic groups,3,3 people in household,348
E92000001,England,68,Aged 68 years,3,Mixed or Multiple ethnic groups,4,4 people in household,178
E92000001,England,68,Aged 68 years,3,Mixed or Multiple ethnic groups,5,5 people in household,77
E92000001,England,68,Aged 68 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,79
E92000001,England,68,Aged 68 years,4,White,0,0 people in household,0
E92000001,England,68,Aged 68 years,4,White,1,1 person in household,113696
E92000001,England,68,Aged 68 years,4,White,2,2 people in household,301545
E92000001,England,68,Aged 68 years,4,White,3,3 people in household,50230
E92000001,England,68,Aged 68 years,4,White,4,4 people in household,13891
E92000001,England,68,Aged 68 years,4,White,5,5 people in household,5204
E92000001,England,68,Aged 68 years,4,White,6,6 or more people in household,3976
E92000001,England,68,Aged 68 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,68,Aged 68 years,5,Other ethnic group,1,1 person in household,1168
E92000001,England,68,Aged 68 years,5,Other ethnic group,2,2 people in household,2350
E92000001,England,68,Aged 68 years,5,Other ethnic group,3,3 people in household,1122
E92000001,England,68,Aged 68 years,5,Other ethnic group,4,4 people in household,653
E92000001,England,68,Aged 68 years,5,Other ethnic group,5,5 people in household,421
E92000001,England,68,Aged 68 years,5,Other ethnic group,6,6 or more people in household,612
E92000001,England,69,Aged 69 years,-8,Does not apply,0,0 people in household,0
E92000001,England,69,Aged 69 years,-8,Does not apply,1,1 person in household,0
E92000001,England,69,Aged 69 years,-8,Does not apply,2,2 people in household,0
E92000001,England,69,Aged 69 years,-8,Does not apply,3,3 people in household,0
E92000001,England,69,Aged 69 years,-8,Does not apply,4,4 people in household,0
E92000001,England,69,Aged 69 years,-8,Does not apply,5,5 people in household,0
E92000001,England,69,Aged 69 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,3439
E92000001,England,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,9522
E92000001,England,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4760
E92000001,England,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,2850
E92000001,England,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,2216
E92000001,England,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,4264
E92000001,England,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2551
E92000001,England,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2476
E92000001,England,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1186
E92000001,England,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,630
E92000001,England,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,343
E92000001,England,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,352
E92000001,England,69,Aged 69 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,69,Aged 69 years,3,Mixed or Multiple ethnic groups,1,1 person in household,796
E92000001,England,69,Aged 69 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1278
E92000001,England,69,Aged 69 years,3,Mixed or Multiple ethnic groups,3,3 people in household,331
E92000001,England,69,Aged 69 years,3,Mixed or Multiple ethnic groups,4,4 people in household,121
E92000001,England,69,Aged 69 years,3,Mixed or Multiple ethnic groups,5,5 people in household,65
E92000001,England,69,Aged 69 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,64
E92000001,England,69,Aged 69 years,4,White,0,0 people in household,0
E92000001,England,69,Aged 69 years,4,White,1,1 person in household,115260
E92000001,England,69,Aged 69 years,4,White,2,2 people in household,299882
E92000001,England,69,Aged 69 years,4,White,3,3 people in household,46707
E92000001,England,69,Aged 69 years,4,White,4,4 people in household,12607
E92000001,England,69,Aged 69 years,4,White,5,5 people in household,4908
E92000001,England,69,Aged 69 years,4,White,6,6 or more people in household,3855
E92000001,England,69,Aged 69 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,69,Aged 69 years,5,Other ethnic group,1,1 person in household,1035
E92000001,England,69,Aged 69 years,5,Other ethnic group,2,2 people in household,2274
E92000001,England,69,Aged 69 years,5,Other ethnic group,3,3 people in household,989
E92000001,England,69,Aged 69 years,5,Other ethnic group,4,4 people in household,602
E92000001,England,69,Aged 69 years,5,Other ethnic group,5,5 people in household,379
E92000001,England,69,Aged 69 years,5,Other ethnic group,6,6 or more people in household,532
E92000001,England,70,Aged 70 years,-8,Does not apply,0,0 people in household,0
E92000001,England,70,Aged 70 years,-8,Does not apply,1,1 person in household,0
E92000001,England,70,Aged 70 years,-8,Does not apply,2,2 people in household,0
E92000001,England,70,Aged 70 years,-8,Does not apply,3,3 people in household,0
E92000001,England,70,Aged 70 years,-8,Does not apply,4,4 people in household,0
E92000001,England,70,Aged 70 years,-8,Does not apply,5,5 people in household,0
E92000001,England,70,Aged 70 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,3261
E92000001,England,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,9140
E92000001,England,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4327
E92000001,England,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,2475
E92000001,England,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1944
E92000001,England,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,3978
E92000001,England,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2519
E92000001,England,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2335
E92000001,England,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1190
E92000001,England,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,621
E92000001,England,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,335
E92000001,England,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,412
E92000001,England,70,Aged 70 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,70,Aged 70 years,3,Mixed or Multiple ethnic groups,1,1 person in household,798
E92000001,England,70,Aged 70 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1153
E92000001,England,70,Aged 70 years,3,Mixed or Multiple ethnic groups,3,3 people in household,303
E92000001,England,70,Aged 70 years,3,Mixed or Multiple ethnic groups,4,4 people in household,106
E92000001,England,70,Aged 70 years,3,Mixed or Multiple ethnic groups,5,5 people in household,56
E92000001,England,70,Aged 70 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,55
E92000001,England,70,Aged 70 years,4,White,0,0 people in household,0
E92000001,England,70,Aged 70 years,4,White,1,1 person in household,117450
E92000001,England,70,Aged 70 years,4,White,2,2 people in household,304057
E92000001,England,70,Aged 70 years,4,White,3,3 people in household,43810
E92000001,England,70,Aged 70 years,4,White,4,4 people in household,11447
E92000001,England,70,Aged 70 years,4,White,5,5 people in household,4731
E92000001,England,70,Aged 70 years,4,White,6,6 or more people in household,3639
E92000001,England,70,Aged 70 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,70,Aged 70 years,5,Other ethnic group,1,1 person in household,1085
E92000001,England,70,Aged 70 years,5,Other ethnic group,2,2 people in household,2213
E92000001,England,70,Aged 70 years,5,Other ethnic group,3,3 people in household,931
E92000001,England,70,Aged 70 years,5,Other ethnic group,4,4 people in household,501
E92000001,England,70,Aged 70 years,5,Other ethnic group,5,5 people in household,325
E92000001,England,70,Aged 70 years,5,Other ethnic group,6,6 or more people in household,586
E92000001,England,71,Aged 71 years,-8,Does not apply,0,0 people in household,0
E92000001,England,71,Aged 71 years,-8,Does not apply,1,1 person in household,0
E92000001,England,71,Aged 71 years,-8,Does not apply,2,2 people in household,0
E92000001,England,71,Aged 71 years,-8,Does not apply,3,3 people in household,0
E92000001,England,71,Aged 71 years,-8,Does not apply,4,4 people in household,0
E92000001,England,71,Aged 71 years,-8,Does not apply,5,5 people in household,0
E92000001,England,71,Aged 71 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,3295
E92000001,England,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,8674
E92000001,England,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,3856
E92000001,England,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,2125
E92000001,England,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1827
E92000001,England,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,3313
E92000001,England,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2163
E92000001,England,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2184
E92000001,England,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1033
E92000001,England,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,537
E92000001,England,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,284
E92000001,England,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,320
E92000001,England,71,Aged 71 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,71,Aged 71 years,3,Mixed or Multiple ethnic groups,1,1 person in household,793
E92000001,England,71,Aged 71 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1080
E92000001,England,71,Aged 71 years,3,Mixed or Multiple ethnic groups,3,3 people in household,270
E92000001,England,71,Aged 71 years,3,Mixed or Multiple ethnic groups,4,4 people in household,93
E92000001,England,71,Aged 71 years,3,Mixed or Multiple ethnic groups,5,5 people in household,35
E92000001,England,71,Aged 71 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,38
E92000001,England,71,Aged 71 years,4,White,0,0 people in household,0
E92000001,England,71,Aged 71 years,4,White,1,1 person in household,123986
E92000001,England,71,Aged 71 years,4,White,2,2 people in household,313335
E92000001,England,71,Aged 71 years,4,White,3,3 people in household,41779
E92000001,England,71,Aged 71 years,4,White,4,4 people in household,10645
E92000001,England,71,Aged 71 years,4,White,5,5 people in household,4439
E92000001,England,71,Aged 71 years,4,White,6,6 or more people in household,3617
E92000001,England,71,Aged 71 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,71,Aged 71 years,5,Other ethnic group,1,1 person in household,1029
E92000001,England,71,Aged 71 years,5,Other ethnic group,2,2 people in household,2191
E92000001,England,71,Aged 71 years,5,Other ethnic group,3,3 people in household,816
E92000001,England,71,Aged 71 years,5,Other ethnic group,4,4 people in household,479
E92000001,England,71,Aged 71 years,5,Other ethnic group,5,5 people in household,331
E92000001,England,71,Aged 71 years,5,Other ethnic group,6,6 or more people in household,470
E92000001,England,72,Aged 72 years,-8,Does not apply,0,0 people in household,0
E92000001,England,72,Aged 72 years,-8,Does not apply,1,1 person in household,0
E92000001,England,72,Aged 72 years,-8,Does not apply,2,2 people in household,0
E92000001,England,72,Aged 72 years,-8,Does not apply,3,3 people in household,0
E92000001,England,72,Aged 72 years,-8,Does not apply,4,4 people in household,0
E92000001,England,72,Aged 72 years,-8,Does not apply,5,5 people in household,0
E92000001,England,72,Aged 72 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,3091
E92000001,England,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,7867
E92000001,England,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,3124
E92000001,England,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1859
E92000001,England,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1567
E92000001,England,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,2935
E92000001,England,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2115
E92000001,England,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1886
E92000001,England,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,880
E92000001,England,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,455
E92000001,England,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,242
E92000001,England,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,238
E92000001,England,72,Aged 72 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,72,Aged 72 years,3,Mixed or Multiple ethnic groups,1,1 person in household,685
E92000001,England,72,Aged 72 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1037
E92000001,England,72,Aged 72 years,3,Mixed or Multiple ethnic groups,3,3 people in household,227
E92000001,England,72,Aged 72 years,3,Mixed or Multiple ethnic groups,4,4 people in household,98
E92000001,England,72,Aged 72 years,3,Mixed or Multiple ethnic groups,5,5 people in household,40
E92000001,England,72,Aged 72 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,47
E92000001,England,72,Aged 72 years,4,White,0,0 people in household,0
E92000001,England,72,Aged 72 years,4,White,1,1 person in household,129353
E92000001,England,72,Aged 72 years,4,White,2,2 people in household,322098
E92000001,England,72,Aged 72 years,4,White,3,3 people in household,40508
E92000001,England,72,Aged 72 years,4,White,4,4 people in household,10243
E92000001,England,72,Aged 72 years,4,White,5,5 people in household,4247
E92000001,England,72,Aged 72 years,4,White,6,6 or more people in household,3492
E92000001,England,72,Aged 72 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,72,Aged 72 years,5,Other ethnic group,1,1 person in household,893
E92000001,England,72,Aged 72 years,5,Other ethnic group,2,2 people in household,1963
E92000001,England,72,Aged 72 years,5,Other ethnic group,3,3 people in household,670
E92000001,England,72,Aged 72 years,5,Other ethnic group,4,4 people in household,373
E92000001,England,72,Aged 72 years,5,Other ethnic group,5,5 people in household,283
E92000001,England,72,Aged 72 years,5,Other ethnic group,6,6 or more people in household,458
E92000001,England,73,Aged 73 years,-8,Does not apply,0,0 people in household,0
E92000001,England,73,Aged 73 years,-8,Does not apply,1,1 person in household,0
E92000001,England,73,Aged 73 years,-8,Does not apply,2,2 people in household,0
E92000001,England,73,Aged 73 years,-8,Does not apply,3,3 people in household,0
E92000001,England,73,Aged 73 years,-8,Does not apply,4,4 people in household,0
E92000001,England,73,Aged 73 years,-8,Does not apply,5,5 people in household,0
E92000001,England,73,Aged 73 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,3030
E92000001,England,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,7358
E92000001,England,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,2804
E92000001,England,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1559
E92000001,England,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1497
E92000001,England,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,2696
E92000001,England,73,Aged 73 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,73,Aged 73 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1822
E92000001,England,73,Aged 73 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1753
E92000001,England,73,Aged 73 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,790
E92000001,England,73,Aged 73 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,412
E92000001,England,73,Aged 73 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,223
E92000001,England,73,Aged 73 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,224
E92000001,England,73,Aged 73 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,73,Aged 73 years,3,Mixed or Multiple ethnic groups,1,1 person in household,718
E92000001,England,73,Aged 73 years,3,Mixed or Multiple ethnic groups,2,2 people in household,984
E92000001,England,73,Aged 73 years,3,Mixed or Multiple ethnic groups,3,3 people in household,213
E92000001,England,73,Aged 73 years,3,Mixed or Multiple ethnic groups,4,4 people in household,74
E92000001,England,73,Aged 73 years,3,Mixed or Multiple ethnic groups,5,5 people in household,40
E92000001,England,73,Aged 73 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,33
E92000001,England,73,Aged 73 years,4,White,0,0 people in household,0
E92000001,England,73,Aged 73 years,4,White,1,1 person in household,145007
E92000001,England,73,Aged 73 years,4,White,2,2 people in household,352314
E92000001,England,73,Aged 73 years,4,White,3,3 people in household,41520
E92000001,England,73,Aged 73 years,4,White,4,4 people in household,10126
E92000001,England,73,Aged 73 years,4,White,5,5 people in household,4218
E92000001,England,73,Aged 73 years,4,White,6,6 or more people in household,3507
E92000001,England,73,Aged 73 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,73,Aged 73 years,5,Other ethnic group,1,1 person in household,888
E92000001,England,73,Aged 73 years,5,Other ethnic group,2,2 people in household,1835
E92000001,England,73,Aged 73 years,5,Other ethnic group,3,3 people in household,657
E92000001,England,73,Aged 73 years,5,Other ethnic group,4,4 people in household,320
E92000001,England,73,Aged 73 years,5,Other ethnic group,5,5 people in household,288
E92000001,England,73,Aged 73 years,5,Other ethnic group,6,6 or more people in household,380
E92000001,England,74,Aged 74 years,-8,Does not apply,0,0 people in household,0
E92000001,England,74,Aged 74 years,-8,Does not apply,1,1 person in household,0
E92000001,England,74,Aged 74 years,-8,Does not apply,2,2 people in household,0
E92000001,England,74,Aged 74 years,-8,Does not apply,3,3 people in household,0
E92000001,England,74,Aged 74 years,-8,Does not apply,4,4 people in household,0
E92000001,England,74,Aged 74 years,-8,Does not apply,5,5 people in household,0
E92000001,England,74,Aged 74 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,74,Aged 74 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,74,Aged 74 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,2753
E92000001,England,74,Aged 74 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,6318
E92000001,England,74,Aged 74 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,2350
E92000001,England,74,Aged 74 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1291
E92000001,England,74,Aged 74 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1280
E92000001,England,74,Aged 74 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,2351
E92000001,England,74,Aged 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,74,Aged 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1723
E92000001,England,74,Aged 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1563
E92000001,England,74,Aged 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,739
E92000001,England,74,Aged 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,357
E92000001,England,74,Aged 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,241
E92000001,England,74,Aged 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,239
E92000001,England,74,Aged 74 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,74,Aged 74 years,3,Mixed or Multiple ethnic groups,1,1 person in household,627
E92000001,England,74,Aged 74 years,3,Mixed or Multiple ethnic groups,2,2 people in household,888
E92000001,England,74,Aged 74 years,3,Mixed or Multiple ethnic groups,3,3 people in household,193
E92000001,England,74,Aged 74 years,3,Mixed or Multiple ethnic groups,4,4 people in household,67
E92000001,England,74,Aged 74 years,3,Mixed or Multiple ethnic groups,5,5 people in household,37
E92000001,England,74,Aged 74 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,31
E92000001,England,74,Aged 74 years,4,White,0,0 people in household,0
E92000001,England,74,Aged 74 years,4,White,1,1 person in household,148728
E92000001,England,74,Aged 74 years,4,White,2,2 people in household,348658
E92000001,England,74,Aged 74 years,4,White,3,3 people in household,38844
E92000001,England,74,Aged 74 years,4,White,4,4 people in household,9359
E92000001,England,74,Aged 74 years,4,White,5,5 people in household,4035
E92000001,England,74,Aged 74 years,4,White,6,6 or more people in household,3321
E92000001,England,74,Aged 74 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,74,Aged 74 years,5,Other ethnic group,1,1 person in household,816
E92000001,England,74,Aged 74 years,5,Other ethnic group,2,2 people in household,1664
E92000001,England,74,Aged 74 years,5,Other ethnic group,3,3 people in household,562
E92000001,England,74,Aged 74 years,5,Other ethnic group,4,4 people in household,274
E92000001,England,74,Aged 74 years,5,Other ethnic group,5,5 people in household,209
E92000001,England,74,Aged 74 years,5,Other ethnic group,6,6 or more people in household,312
E92000001,England,75,Aged 75 years,-8,Does not apply,0,0 people in household,0
E92000001,England,75,Aged 75 years,-8,Does not apply,1,1 person in household,0
E92000001,England,75,Aged 75 years,-8,Does not apply,2,2 people in household,0
E92000001,England,75,Aged 75 years,-8,Does not apply,3,3 people in household,0
E92000001,England,75,Aged 75 years,-8,Does not apply,4,4 people in household,0
E92000001,England,75,Aged 75 years,-8,Does not apply,5,5 people in household,0
E92000001,England,75,Aged 75 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,75,Aged 75 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,75,Aged 75 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,2550
E92000001,England,75,Aged 75 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,5214
