Countries Code,Countries,Age (17 categories) Code,Age (17 categories),Sex (2 categories) Code,Sex (2 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Economic activity status (10 categories) Code,Economic activity status (10 categories),Observation
E92000001,England,13,Aged 65 to 69 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,983
E92000001,England,13,Aged 65 to 69 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,13,Aged 65 to 69 years,2,Male,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,2588
E92000001,England,13,Aged 65 to 69 years,2,Male,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,173
E92000001,England,13,Aged 65 to 69 years,2,Male,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,6
E92000001,England,13,Aged 65 to 69 years,2,Male,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,13,Aged 65 to 69 years,2,Male,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,3894
E92000001,England,13,Aged 65 to 69 years,2,Male,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,14
E92000001,England,13,Aged 65 to 69 years,2,Male,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,78
E92000001,England,13,Aged 65 to 69 years,2,Male,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,346
E92000001,England,13,Aged 65 to 69 years,2,Male,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,187
E92000001,England,13,Aged 65 to 69 years,2,Male,4,White,-8,Does not apply,0
E92000001,England,13,Aged 65 to 69 years,2,Male,4,White,1,Economically active (excluding full-time students): In employment,357484
E92000001,England,13,Aged 65 to 69 years,2,Male,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,11251
E92000001,England,13,Aged 65 to 69 years,2,Male,4,White,3,Economically active and a full-time student: In employment,313
E92000001,England,13,Aged 65 to 69 years,2,Male,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,14
E92000001,England,13,Aged 65 to 69 years,2,Male,4,White,5,Economically inactive: Retired,786508
E92000001,England,13,Aged 65 to 69 years,2,Male,4,White,6,Economically inactive: Student,1101
E92000001,England,13,Aged 65 to 69 years,2,Male,4,White,7,Economically inactive: Looking after home or family,6204
E92000001,England,13,Aged 65 to 69 years,2,Male,4,White,8,Economically inactive: Long-term sick or disabled,31284
E92000001,England,13,Aged 65 to 69 years,2,Male,4,White,9,Economically inactive: Other,16144
E92000001,England,13,Aged 65 to 69 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E92000001,England,13,Aged 65 to 69 years,2,Male,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,6156
E92000001,England,13,Aged 65 to 69 years,2,Male,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,275
E92000001,England,13,Aged 65 to 69 years,2,Male,5,Other ethnic group,3,Economically active and a full-time student: In employment,9
E92000001,England,13,Aged 65 to 69 years,2,Male,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E92000001,England,13,Aged 65 to 69 years,2,Male,5,Other ethnic group,5,Economically inactive: Retired,8552
E92000001,England,13,Aged 65 to 69 years,2,Male,5,Other ethnic group,6,Economically inactive: Student,45
E92000001,England,13,Aged 65 to 69 years,2,Male,5,Other ethnic group,7,Economically inactive: Looking after home or family,312
E92000001,England,13,Aged 65 to 69 years,2,Male,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,898
E92000001,England,13,Aged 65 to 69 years,2,Male,5,Other ethnic group,9,Economically inactive: Other,719
E92000001,England,14,Aged 70 to 74 years,1,Female,-8,Does not apply,-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,1,Female,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,14,Aged 70 to 74 years,1,Female,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,1,Female,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,14,Aged 70 to 74 years,1,Female,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,1,Female,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,14,Aged 70 to 74 years,1,Female,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,14,Aged 70 to 74 years,1,Female,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,14,Aged 70 to 74 years,1,Female,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,14,Aged 70 to 74 years,1,Female,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,14,Aged 70 to 74 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,3902
E92000001,England,14,Aged 70 to 74 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,62
E92000001,England,14,Aged 70 to 74 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,8
E92000001,England,14,Aged 70 to 74 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,46455
E92000001,England,14,Aged 70 to 74 years,1,Female,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,97
E92000001,England,14,Aged 70 to 74 years,1,Female,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,3314
E92000001,England,14,Aged 70 to 74 years,1,Female,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,2364
E92000001,England,14,Aged 70 to 74 years,1,Female,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,2649
E92000001,England,14,Aged 70 to 74 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,1979
E92000001,England,14,Aged 70 to 74 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,45
E92000001,England,14,Aged 70 to 74 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,6
E92000001,England,14,Aged 70 to 74 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,14168
E92000001,England,14,Aged 70 to 74 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,45
E92000001,England,14,Aged 70 to 74 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,422
E92000001,England,14,Aged 70 to 74 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,585
E92000001,England,14,Aged 70 to 74 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,504
E92000001,England,14,Aged 70 to 74 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,1,Female,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,672
E92000001,England,14,Aged 70 to 74 years,1,Female,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,23
E92000001,England,14,Aged 70 to 74 years,1,Female,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,0
E92000001,England,14,Aged 70 to 74 years,1,Female,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,1,Female,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,5112
E92000001,England,14,Aged 70 to 74 years,1,Female,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,18
E92000001,England,14,Aged 70 to 74 years,1,Female,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,146
E92000001,England,14,Aged 70 to 74 years,1,Female,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,147
E92000001,England,14,Aged 70 to 74 years,1,Female,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,84
E92000001,England,14,Aged 70 to 74 years,1,Female,4,White,-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,1,Female,4,White,1,Economically active (excluding full-time students): In employment,94169
E92000001,England,14,Aged 70 to 74 years,1,Female,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1294
E92000001,England,14,Aged 70 to 74 years,1,Female,4,White,3,Economically active and a full-time student: In employment,94
E92000001,England,14,Aged 70 to 74 years,1,Female,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E92000001,England,14,Aged 70 to 74 years,1,Female,4,White,5,Economically inactive: Retired,1217241
E92000001,England,14,Aged 70 to 74 years,1,Female,4,White,6,Economically inactive: Student,1582
E92000001,England,14,Aged 70 to 74 years,1,Female,4,White,7,Economically inactive: Looking after home or family,19271
E92000001,England,14,Aged 70 to 74 years,1,Female,4,White,8,Economically inactive: Long-term sick or disabled,16559
E92000001,England,14,Aged 70 to 74 years,1,Female,4,White,9,Economically inactive: Other,7753
E92000001,England,14,Aged 70 to 74 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,1,Female,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,1022
E92000001,England,14,Aged 70 to 74 years,1,Female,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,26
E92000001,England,14,Aged 70 to 74 years,1,Female,5,Other ethnic group,3,Economically active and a full-time student: In employment,4
E92000001,England,14,Aged 70 to 74 years,1,Female,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,1,Female,5,Other ethnic group,5,Economically inactive: Retired,9309
E92000001,England,14,Aged 70 to 74 years,1,Female,5,Other ethnic group,6,Economically inactive: Student,22
E92000001,England,14,Aged 70 to 74 years,1,Female,5,Other ethnic group,7,Economically inactive: Looking after home or family,608
E92000001,England,14,Aged 70 to 74 years,1,Female,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,490
E92000001,England,14,Aged 70 to 74 years,1,Female,5,Other ethnic group,9,Economically inactive: Other,632
E92000001,England,14,Aged 70 to 74 years,2,Male,-8,Does not apply,-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,2,Male,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,14,Aged 70 to 74 years,2,Male,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,2,Male,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,14,Aged 70 to 74 years,2,Male,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,2,Male,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,14,Aged 70 to 74 years,2,Male,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,14,Aged 70 to 74 years,2,Male,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,14,Aged 70 to 74 years,2,Male,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,14,Aged 70 to 74 years,2,Male,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,14,Aged 70 to 74 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,7034
E92000001,England,14,Aged 70 to 74 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,174
E92000001,England,14,Aged 70 to 74 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,10
E92000001,England,14,Aged 70 to 74 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,35929
E92000001,England,14,Aged 70 to 74 years,2,Male,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,60
E92000001,England,14,Aged 70 to 74 years,2,Male,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,344
E92000001,England,14,Aged 70 to 74 years,2,Male,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,691
E92000001,England,14,Aged 70 to 74 years,2,Male,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,856
E92000001,England,14,Aged 70 to 74 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,2178
E92000001,England,14,Aged 70 to 74 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,90
E92000001,England,14,Aged 70 to 74 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,10
E92000001,England,14,Aged 70 to 74 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,9152
E92000001,England,14,Aged 70 to 74 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,39
E92000001,England,14,Aged 70 to 74 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,86
E92000001,England,14,Aged 70 to 74 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,262
E92000001,England,14,Aged 70 to 74 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,260
E92000001,England,14,Aged 70 to 74 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,2,Male,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,729
E92000001,England,14,Aged 70 to 74 years,2,Male,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,45
E92000001,England,14,Aged 70 to 74 years,2,Male,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,2
E92000001,England,14,Aged 70 to 74 years,2,Male,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,2,Male,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,3661
E92000001,England,14,Aged 70 to 74 years,2,Male,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,14
E92000001,England,14,Aged 70 to 74 years,2,Male,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,23
E92000001,England,14,Aged 70 to 74 years,2,Male,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,76
E92000001,England,14,Aged 70 to 74 years,2,Male,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,65
E92000001,England,14,Aged 70 to 74 years,2,Male,4,White,-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,2,Male,4,White,1,Economically active (excluding full-time students): In employment,151049
E92000001,England,14,Aged 70 to 74 years,2,Male,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2586
E92000001,England,14,Aged 70 to 74 years,2,Male,4,White,3,Economically active and a full-time student: In employment,145
E92000001,England,14,Aged 70 to 74 years,2,Male,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,14
E92000001,England,14,Aged 70 to 74 years,2,Male,4,White,5,Economically inactive: Retired,1067669
E92000001,England,14,Aged 70 to 74 years,2,Male,4,White,6,Economically inactive: Student,1194
E92000001,England,14,Aged 70 to 74 years,2,Male,4,White,7,Economically inactive: Looking after home or family,3194
E92000001,England,14,Aged 70 to 74 years,2,Male,4,White,8,Economically inactive: Long-term sick or disabled,11045
E92000001,England,14,Aged 70 to 74 years,2,Male,4,White,9,Economically inactive: Other,7648
E92000001,England,14,Aged 70 to 74 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E92000001,England,14,Aged 70 to 74 years,2,Male,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,2020
E92000001,England,14,Aged 70 to 74 years,2,Male,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,50
E92000001,England,14,Aged 70 to 74 years,2,Male,5,Other ethnic group,3,Economically active and a full-time student: In employment,0
E92000001,England,14,Aged 70 to 74 years,2,Male,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,14,Aged 70 to 74 years,2,Male,5,Other ethnic group,5,Economically inactive: Retired,8861
E92000001,England,14,Aged 70 to 74 years,2,Male,5,Other ethnic group,6,Economically inactive: Student,22
E92000001,England,14,Aged 70 to 74 years,2,Male,5,Other ethnic group,7,Economically inactive: Looking after home or family,101
E92000001,England,14,Aged 70 to 74 years,2,Male,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,286
E92000001,England,14,Aged 70 to 74 years,2,Male,5,Other ethnic group,9,Economically inactive: Other,351
E92000001,England,15,Aged 75 to 79 years,1,Female,-8,Does not apply,-8,Does not apply,0
E92000001,England,15,Aged 75 to 79 years,1,Female,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,15,Aged 75 to 79 years,1,Female,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,15,Aged 75 to 79 years,1,Female,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,15,Aged 75 to 79 years,1,Female,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,15,Aged 75 to 79 years,1,Female,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,15,Aged 75 to 79 years,1,Female,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,15,Aged 75 to 79 years,1,Female,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,15,Aged 75 to 79 years,1,Female,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,15,Aged 75 to 79 years,1,Female,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,15,Aged 75 to 79 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,15,Aged 75 to 79 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,1086
E92000001,England,15,Aged 75 to 79 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,11
E92000001,England,15,Aged 75 to 79 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,4
E92000001,England,15,Aged 75 to 79 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,15,Aged 75 to 79 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,29259
E92000001,England,15,Aged 75 to 79 years,1,Female,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,48
E92000001,England,15,Aged 75 to 79 years,1,Female,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,1625
E92000001,England,15,Aged 75 to 79 years,1,Female,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,1849
E92000001,England,15,Aged 75 to 79 years,1,Female,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,1730
E92000001,England,15,Aged 75 to 79 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,15,Aged 75 to 79 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,637
E92000001,England,15,Aged 75 to 79 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,19
E92000001,England,15,Aged 75 to 79 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,1
E92000001,England,15,Aged 75 to 79 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,15,Aged 75 to 79 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,14047
E92000001,England,15,Aged 75 to 79 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,40
E92000001,England,15,Aged 75 to 79 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,188
E92000001,England,15,Aged 75 to 79 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,511
E92000001,England,15,Aged 75 to 79 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,452
E92000001,England,15,Aged 75 to 79 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,15,Aged 75 to 79 years,1,Female,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,221
E92000001,England,15,Aged 75 to 79 years,1,Female,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,6
E92000001,England,15,Aged 75 to 79 years,1,Female,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,2
E92000001,England,15,Aged 75 to 79 years,1,Female,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E92000001,England,15,Aged 75 to 79 years,1,Female,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,3640
E92000001,England,15,Aged 75 to 79 years,1,Female,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,19
E92000001,England,15,Aged 75 to 79 years,1,Female,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,79
E92000001,England,15,Aged 75 to 79 years,1,Female,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,118
E92000001,England,15,Aged 75 to 79 years,1,Female,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,50
E92000001,England,15,Aged 75 to 79 years,1,Female,4,White,-8,Does not apply,0
E92000001,England,15,Aged 75 to 79 years,1,Female,4,White,1,Economically active (excluding full-time students): In employment,34706
E92000001,England,15,Aged 75 to 79 years,1,Female,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,374
E92000001,England,15,Aged 75 to 79 years,1,Female,4,White,3,Economically active and a full-time student: In employment,54
E92000001,England,15,Aged 75 to 79 years,1,Female,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E92000001,England,15,Aged 75 to 79 years,1,Female,4,White,5,Economically inactive: Retired,938377
E92000001,England,15,Aged 75 to 79 years,1,Female,4,White,6,Economically inactive: Student,1299
E92000001,England,15,Aged 75 to 79 years,1,Female,4,White,7,Economically inactive: Looking after home or family,15118
E92000001,England,15,Aged 75 to 79 years,1,Female,4,White,8,Economically inactive: Long-term sick or disabled,13854
E92000001,England,15,Aged 75 to 79 years,1,Female,4,White,9,Economically inactive: Other,4949
E92000001,England,15,Aged 75 to 79 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E92000001,England,15,Aged 75 to 79 years,1,Female,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,257
E92000001,England,15,Aged 75 to 79 years,1,Female,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7
E92000001,England,15,Aged 75 to 79 years,1,Female,5,Other ethnic group,3,Economically active and a full-time student: In employment,0
E92000001,England,15,Aged 75 to 79 years,1,Female,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,15,Aged 75 to 79 years,1,Female,5,Other ethnic group,5,Economically inactive: Retired,6044
E92000001,England,15,Aged 75 to 79 years,1,Female,5,Other ethnic group,6,Economically inactive: Student,33
E92000001,England,15,Aged 75 to 79 years,1,Female,5,Other ethnic group,7,Economically inactive: Looking after home or family,300
E92000001,England,15,Aged 75 to 79 years,1,Female,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,353
E92000001,England,15,Aged 75 to 79 years,1,Female,5,Other ethnic group,9,Economically inactive: Other,403
E92000001,England,15,Aged 75 to 79 years,2,Male,-8,Does not apply,-8,Does not apply,0
E92000001,England,15,Aged 75 to 79 years,2,Male,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,15,Aged 75 to 79 years,2,Male,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,15,Aged 75 to 79 years,2,Male,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,15,Aged 75 to 79 years,2,Male,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
