Regions Code,Regions,Age (17 categories) Code,Age (17 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Highest level of qualification (7 categories) Code,Highest level of qualification (7 categories),Sex (2 categories) Code,Sex (2 categories),Observation
E12000007,London,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,883
E12000007,London,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,950
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,1,Female,0
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,2,Male,0
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,No qualifications,1,Female,5036
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,No qualifications,2,Male,5866
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,1588
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,2568
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,11029
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,10056
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,1716
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,1409
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,661
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,633
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,763
E12000007,London,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,811
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,1,Female,0
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,2,Male,0
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,0,No qualifications,1,Female,2455
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,0,No qualifications,2,Male,2699
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,847
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,1208
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,4987
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,4615
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,457
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,454
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,190
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,173
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,255
E12000007,London,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,294
E12000007,London,2,Aged 16 to 17 years,4,White,-8,Does not apply,1,Female,0
E12000007,London,2,Aged 16 to 17 years,4,White,-8,Does not apply,2,Male,0
E12000007,London,2,Aged 16 to 17 years,4,White,0,No qualifications,1,Female,10123
E12000007,London,2,Aged 16 to 17 years,4,White,0,No qualifications,2,Male,11731
E12000007,London,2,Aged 16 to 17 years,4,White,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,3602
E12000007,London,2,Aged 16 to 17 years,4,White,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,4749
E12000007,London,2,Aged 16 to 17 years,4,White,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,20501
E12000007,London,2,Aged 16 to 17 years,4,White,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,19855
E12000007,London,2,Aged 16 to 17 years,4,White,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,1753
E12000007,London,2,Aged 16 to 17 years,4,White,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,1659
E12000007,London,2,Aged 16 to 17 years,4,White,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,971
E12000007,London,2,Aged 16 to 17 years,4,White,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,994
E12000007,London,2,Aged 16 to 17 years,4,White,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,1143
E12000007,London,2,Aged 16 to 17 years,4,White,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,1246
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,-8,Does not apply,1,Female,0
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,-8,Does not apply,2,Male,0
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,0,No qualifications,1,Female,1700
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,0,No qualifications,2,Male,1981
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,692
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,1024
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,3844
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,3609
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,641
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,614
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,319
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,330
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,357
E12000007,London,2,Aged 16 to 17 years,5,Other ethnic group,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,361
E12000007,London,3,Aged 18 to 19 years,-8,Does not apply,-8,Does not apply,1,Female,0
E12000007,London,3,Aged 18 to 19 years,-8,Does not apply,-8,Does not apply,2,Male,0
E12000007,London,3,Aged 18 to 19 years,-8,Does not apply,0,No qualifications,1,Female,0
