Lower tier local authorities Code,Lower tier local authorities,Age (23 categories) Code,Age (23 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E06000014,York,10,Aged 25 to 29 years,4,White,0,0 people in household,0
E06000014,York,10,Aged 25 to 29 years,4,White,1,1 person in household,1318
E06000014,York,10,Aged 25 to 29 years,4,White,2,2 people in household,5390
E06000014,York,10,Aged 25 to 29 years,4,White,3,3 people in household,2463
E06000014,York,10,Aged 25 to 29 years,4,White,4,4 people in household,1486
E06000014,York,10,Aged 25 to 29 years,4,White,5,5 people in household,489
E06000014,York,10,Aged 25 to 29 years,4,White,6,6 or more people in household,222
E06000014,York,10,Aged 25 to 29 years,5,Other ethnic group,0,0 people in household,0
E06000014,York,10,Aged 25 to 29 years,5,Other ethnic group,1,1 person in household,16
E06000014,York,10,Aged 25 to 29 years,5,Other ethnic group,2,2 people in household,47
E06000014,York,10,Aged 25 to 29 years,5,Other ethnic group,3,3 people in household,32
E06000014,York,10,Aged 25 to 29 years,5,Other ethnic group,4,4 people in household,27
E06000014,York,10,Aged 25 to 29 years,5,Other ethnic group,5,5 people in household,10
E06000014,York,10,Aged 25 to 29 years,5,Other ethnic group,6,6 or more people in household,6
E06000014,York,11,Aged 30 to 34 years,-8,Does not apply,0,0 people in household,0
E06000014,York,11,Aged 30 to 34 years,-8,Does not apply,1,1 person in household,0
E06000014,York,11,Aged 30 to 34 years,-8,Does not apply,2,2 people in household,0
E06000014,York,11,Aged 30 to 34 years,-8,Does not apply,3,3 people in household,0
E06000014,York,11,Aged 30 to 34 years,-8,Does not apply,4,4 people in household,0
E06000014,York,11,Aged 30 to 34 years,-8,Does not apply,5,5 people in household,0
E06000014,York,11,Aged 30 to 34 years,-8,Does not apply,6,6 or more people in household,0
E06000014,York,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E06000014,York,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,79
E06000014,York,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,167
E06000014,York,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,174
E06000014,York,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,93
E06000014,York,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,32
E06000014,York,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,25
E06000014,York,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E06000014,York,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,11
E06000014,York,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,33
E06000014,York,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,25
E06000014,York,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,16
E06000014,York,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,18
E06000014,York,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,6
E06000014,York,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E06000014,York,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,1,1 person in household,30
E06000014,York,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,2,2 people in household,95
E06000014,York,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,3,3 people in household,53
E06000014,York,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,4,4 people in household,27
E06000014,York,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,5,5 people in household,6
E06000014,York,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,4
E06000014,York,11,Aged 30 to 34 years,4,White,0,0 people in household,0
E06000014,York,11,Aged 30 to 34 years,4,White,1,1 person in household,1380
E06000014,York,11,Aged 30 to 34 years,4,White,2,2 people in household,4334
E06000014,York,11,Aged 30 to 34 years,4,White,3,3 people in household,2744
E06000014,York,11,Aged 30 to 34 years,4,White,4,4 people in household,2086
E06000014,York,11,Aged 30 to 34 years,4,White,5,5 people in household,670
E06000014,York,11,Aged 30 to 34 years,4,White,6,6 or more people in household,295
E06000014,York,11,Aged 30 to 34 years,5,Other ethnic group,0,0 people in household,0
E06000014,York,11,Aged 30 to 34 years,5,Other ethnic group,1,1 person in household,36
E06000014,York,11,Aged 30 to 34 years,5,Other ethnic group,2,2 people in household,69
E06000014,York,11,Aged 30 to 34 years,5,Other ethnic group,3,3 people in household,44
E06000014,York,11,Aged 30 to 34 years,5,Other ethnic group,4,4 people in household,38
E06000014,York,11,Aged 30 to 34 years,5,Other ethnic group,5,5 people in household,19
E06000014,York,11,Aged 30 to 34 years,5,Other ethnic group,6,6 or more people in household,12
E06000014,York,12,Aged 35 to 39 years,-8,Does not apply,0,0 people in household,0
E06000014,York,12,Aged 35 to 39 years,-8,Does not apply,1,1 person in household,0
E06000014,York,12,Aged 35 to 39 years,-8,Does not apply,2,2 people in household,0
E06000014,York,12,Aged 35 to 39 years,-8,Does not apply,3,3 people in household,0
E06000014,York,12,Aged 35 to 39 years,-8,Does not apply,4,4 people in household,0
E06000014,York,12,Aged 35 to 39 years,-8,Does not apply,5,5 people in household,0
E06000014,York,12,Aged 35 to 39 years,-8,Does not apply,6,6 or more people in household,0
E06000014,York,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E06000014,York,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,42
E06000014,York,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,123
E06000014,York,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,146
E06000014,York,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,159
E06000014,York,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,42
