Regions Code,Regions,Age (86 categories) Code,Age (86 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E12000007,London,65,Aged 65 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,980
E12000007,London,65,Aged 65 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,486
E12000007,London,65,Aged 65 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,441
E12000007,London,65,Aged 65 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,65,Aged 65 years,3,Mixed or Multiple ethnic groups,1,1 person in household,403
E12000007,London,65,Aged 65 years,3,Mixed or Multiple ethnic groups,2,2 people in household,447
E12000007,London,65,Aged 65 years,3,Mixed or Multiple ethnic groups,3,3 people in household,193
E12000007,London,65,Aged 65 years,3,Mixed or Multiple ethnic groups,4,4 people in household,107
E12000007,London,65,Aged 65 years,3,Mixed or Multiple ethnic groups,5,5 people in household,55
E12000007,London,65,Aged 65 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,36
E12000007,London,65,Aged 65 years,4,White,0,0 people in household,0
E12000007,London,65,Aged 65 years,4,White,1,1 person in household,11115
E12000007,London,65,Aged 65 years,4,White,2,2 people in household,18531
E12000007,London,65,Aged 65 years,4,White,3,3 people in household,6806
E12000007,London,65,Aged 65 years,4,White,4,4 people in household,2721
E12000007,London,65,Aged 65 years,4,White,5,5 people in household,1099
E12000007,London,65,Aged 65 years,4,White,6,6 or more people in household,1053
E12000007,London,65,Aged 65 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,65,Aged 65 years,5,Other ethnic group,1,1 person in household,744
E12000007,London,65,Aged 65 years,5,Other ethnic group,2,2 people in household,1313
E12000007,London,65,Aged 65 years,5,Other ethnic group,3,3 people in household,829
E12000007,London,65,Aged 65 years,5,Other ethnic group,4,4 people in household,505
E12000007,London,65,Aged 65 years,5,Other ethnic group,5,5 people in household,281
E12000007,London,65,Aged 65 years,5,Other ethnic group,6,6 or more people in household,292
E12000007,London,66,Aged 66 years,-8,Does not apply,0,0 people in household,0
E12000007,London,66,Aged 66 years,-8,Does not apply,1,1 person in household,0
E12000007,London,66,Aged 66 years,-8,Does not apply,2,2 people in household,0
E12000007,London,66,Aged 66 years,-8,Does not apply,3,3 people in household,0
E12000007,London,66,Aged 66 years,-8,Does not apply,4,4 people in household,0
E12000007,London,66,Aged 66 years,-8,Does not apply,5,5 people in household,0
E12000007,London,66,Aged 66 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,66,Aged 66 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,66,Aged 66 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1391
E12000007,London,66,Aged 66 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3697
E12000007,London,66,Aged 66 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,2627
E12000007,London,66,Aged 66 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1823
E12000007,London,66,Aged 66 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1124
E12000007,London,66,Aged 66 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1862
E12000007,London,66,Aged 66 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,66,Aged 66 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2069
E12000007,London,66,Aged 66 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1866
E12000007,London,66,Aged 66 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1305
E12000007,London,66,Aged 66 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,866
E12000007,London,66,Aged 66 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,468
E12000007,London,66,Aged 66 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,433
E12000007,London,66,Aged 66 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,66,Aged 66 years,3,Mixed or Multiple ethnic groups,1,1 person in household,387
E12000007,London,66,Aged 66 years,3,Mixed or Multiple ethnic groups,2,2 people in household,367
E12000007,London,66,Aged 66 years,3,Mixed or Multiple ethnic groups,3,3 people in household,185
E12000007,London,66,Aged 66 years,3,Mixed or Multiple ethnic groups,4,4 people in household,84
E12000007,London,66,Aged 66 years,3,Mixed or Multiple ethnic groups,5,5 people in household,50
E12000007,London,66,Aged 66 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,29
E12000007,London,66,Aged 66 years,4,White,0,0 people in household,0
E12000007,London,66,Aged 66 years,4,White,1,1 person in household,10598
E12000007,London,66,Aged 66 years,4,White,2,2 people in household,18386
E12000007,London,66,Aged 66 years,4,White,3,3 people in household,6008
E12000007,London,66,Aged 66 years,4,White,4,4 people in household,2452
E12000007,London,66,Aged 66 years,4,White,5,5 people in household,897
E12000007,London,66,Aged 66 years,4,White,6,6 or more people in household,768
E12000007,London,66,Aged 66 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,66,Aged 66 years,5,Other ethnic group,1,1 person in household,731
E12000007,London,66,Aged 66 years,5,Other ethnic group,2,2 people in household,1166
E12000007,London,66,Aged 66 years,5,Other ethnic group,3,3 people in household,759
E12000007,London,66,Aged 66 years,5,Other ethnic group,4,4 people in household,487
E12000007,London,66,Aged 66 years,5,Other ethnic group,5,5 people in household,250
E12000007,London,66,Aged 66 years,5,Other ethnic group,6,6 or more people in household,365
E12000007,London,67,Aged 67 years,-8,Does not apply,0,0 people in household,0
E12000007,London,67,Aged 67 years,-8,Does not apply,1,1 person in household,0
E12000007,London,67,Aged 67 years,-8,Does not apply,2,2 people in household,0
E12000007,London,67,Aged 67 years,-8,Does not apply,3,3 people in household,0
E12000007,London,67,Aged 67 years,-8,Does not apply,4,4 people in household,0
E12000007,London,67,Aged 67 years,-8,Does not apply,5,5 people in household,0
E12000007,London,67,Aged 67 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,67,Aged 67 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,67,Aged 67 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1344
E12000007,London,67,Aged 67 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3666
E12000007,London,67,Aged 67 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,2467
E12000007,London,67,Aged 67 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1559
E12000007,London,67,Aged 67 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1002
E12000007,London,67,Aged 67 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1707
E12000007,London,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1738
E12000007,London,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1661
E12000007,London,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1142
E12000007,London,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,670
E12000007,London,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,344
E12000007,London,67,Aged 67 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,313
E12000007,London,67,Aged 67 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,67,Aged 67 years,3,Mixed or Multiple ethnic groups,1,1 person in household,351
E12000007,London,67,Aged 67 years,3,Mixed or Multiple ethnic groups,2,2 people in household,331
E12000007,London,67,Aged 67 years,3,Mixed or Multiple ethnic groups,3,3 people in household,146
E12000007,London,67,Aged 67 years,3,Mixed or Multiple ethnic groups,4,4 people in household,68
E12000007,London,67,Aged 67 years,3,Mixed or Multiple ethnic groups,5,5 people in household,30
E12000007,London,67,Aged 67 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,56
E12000007,London,67,Aged 67 years,4,White,0,0 people in household,0
E12000007,London,67,Aged 67 years,4,White,1,1 person in household,10904
E12000007,London,67,Aged 67 years,4,White,2,2 people in household,18094
E12000007,London,67,Aged 67 years,4,White,3,3 people in household,5526
E12000007,London,67,Aged 67 years,4,White,4,4 people in household,2050
E12000007,London,67,Aged 67 years,4,White,5,5 people in household,881
E12000007,London,67,Aged 67 years,4,White,6,6 or more people in household,771
E12000007,London,67,Aged 67 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,67,Aged 67 years,5,Other ethnic group,1,1 person in household,633
E12000007,London,67,Aged 67 years,5,Other ethnic group,2,2 people in household,1123
E12000007,London,67,Aged 67 years,5,Other ethnic group,3,3 people in household,674
E12000007,London,67,Aged 67 years,5,Other ethnic group,4,4 people in household,393
E12000007,London,67,Aged 67 years,5,Other ethnic group,5,5 people in household,229
E12000007,London,67,Aged 67 years,5,Other ethnic group,6,6 or more people in household,245
E12000007,London,68,Aged 68 years,-8,Does not apply,0,0 people in household,0
E12000007,London,68,Aged 68 years,-8,Does not apply,1,1 person in household,0
E12000007,London,68,Aged 68 years,-8,Does not apply,2,2 people in household,0
E12000007,London,68,Aged 68 years,-8,Does not apply,3,3 people in household,0
E12000007,London,68,Aged 68 years,-8,Does not apply,4,4 people in household,0
E12000007,London,68,Aged 68 years,-8,Does not apply,5,5 people in household,0
E12000007,London,68,Aged 68 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1304
E12000007,London,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3631
E12000007,London,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,2439
E12000007,London,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1359
E12000007,London,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,925
E12000007,London,68,Aged 68 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1730
E12000007,London,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1782
E12000007,London,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1573
E12000007,London,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,950
E12000007,London,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,562
E12000007,London,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,321
E12000007,London,68,Aged 68 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,276
E12000007,London,68,Aged 68 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,68,Aged 68 years,3,Mixed or Multiple ethnic groups,1,1 person in household,289
E12000007,London,68,Aged 68 years,3,Mixed or Multiple ethnic groups,2,2 people in household,315
E12000007,London,68,Aged 68 years,3,Mixed or Multiple ethnic groups,3,3 people in household,121
E12000007,London,68,Aged 68 years,3,Mixed or Multiple ethnic groups,4,4 people in household,72
E12000007,London,68,Aged 68 years,3,Mixed or Multiple ethnic groups,5,5 people in household,31
E12000007,London,68,Aged 68 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,40
E12000007,London,68,Aged 68 years,4,White,0,0 people in household,0
E12000007,London,68,Aged 68 years,4,White,1,1 person in household,10614
E12000007,London,68,Aged 68 years,4,White,2,2 people in household,17954
E12000007,London,68,Aged 68 years,4,White,3,3 people in household,5076
E12000007,London,68,Aged 68 years,4,White,4,4 people in household,1785
E12000007,London,68,Aged 68 years,4,White,5,5 people in household,739
E12000007,London,68,Aged 68 years,4,White,6,6 or more people in household,684
E12000007,London,68,Aged 68 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,68,Aged 68 years,5,Other ethnic group,1,1 person in household,671
E12000007,London,68,Aged 68 years,5,Other ethnic group,2,2 people in household,1107
E12000007,London,68,Aged 68 years,5,Other ethnic group,3,3 people in household,612
E12000007,London,68,Aged 68 years,5,Other ethnic group,4,4 people in household,350
E12000007,London,68,Aged 68 years,5,Other ethnic group,5,5 people in household,221
E12000007,London,68,Aged 68 years,5,Other ethnic group,6,6 or more people in household,211
E12000007,London,69,Aged 69 years,-8,Does not apply,0,0 people in household,0
E12000007,London,69,Aged 69 years,-8,Does not apply,1,1 person in household,0
E12000007,London,69,Aged 69 years,-8,Does not apply,2,2 people in household,0
E12000007,London,69,Aged 69 years,-8,Does not apply,3,3 people in household,0
E12000007,London,69,Aged 69 years,-8,Does not apply,4,4 people in household,0
E12000007,London,69,Aged 69 years,-8,Does not apply,5,5 people in household,0
E12000007,London,69,Aged 69 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1456
E12000007,London,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3555
E12000007,London,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,2023
E12000007,London,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1205
E12000007,London,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,857
E12000007,London,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1410
E12000007,London,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1522
E12000007,London,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1296
E12000007,London,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,759
E12000007,London,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,433
E12000007,London,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,216
E12000007,London,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,231
E12000007,London,69,Aged 69 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,69,Aged 69 years,3,Mixed or Multiple ethnic groups,1,1 person in household,278
E12000007,London,69,Aged 69 years,3,Mixed or Multiple ethnic groups,2,2 people in household,320
E12000007,London,69,Aged 69 years,3,Mixed or Multiple ethnic groups,3,3 people in household,113
E12000007,London,69,Aged 69 years,3,Mixed or Multiple ethnic groups,4,4 people in household,48
E12000007,London,69,Aged 69 years,3,Mixed or Multiple ethnic groups,5,5 people in household,27
E12000007,London,69,Aged 69 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,24
E12000007,London,69,Aged 69 years,4,White,0,0 people in household,0
E12000007,London,69,Aged 69 years,4,White,1,1 person in household,11191
E12000007,London,69,Aged 69 years,4,White,2,2 people in household,17656
E12000007,London,69,Aged 69 years,4,White,3,3 people in household,4560
E12000007,London,69,Aged 69 years,4,White,4,4 people in household,1625
E12000007,London,69,Aged 69 years,4,White,5,5 people in household,678
E12000007,London,69,Aged 69 years,4,White,6,6 or more people in household,597
E12000007,London,69,Aged 69 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,69,Aged 69 years,5,Other ethnic group,1,1 person in household,587
E12000007,London,69,Aged 69 years,5,Other ethnic group,2,2 people in household,1115
E12000007,London,69,Aged 69 years,5,Other ethnic group,3,3 people in household,558
E12000007,London,69,Aged 69 years,5,Other ethnic group,4,4 people in household,365
E12000007,London,69,Aged 69 years,5,Other ethnic group,5,5 people in household,189
E12000007,London,69,Aged 69 years,5,Other ethnic group,6,6 or more people in household,228
E12000007,London,70,Aged 70 years,-8,Does not apply,0,0 people in household,0
E12000007,London,70,Aged 70 years,-8,Does not apply,1,1 person in household,0
E12000007,London,70,Aged 70 years,-8,Does not apply,2,2 people in household,0
E12000007,London,70,Aged 70 years,-8,Does not apply,3,3 people in household,0
E12000007,London,70,Aged 70 years,-8,Does not apply,4,4 people in household,0
E12000007,London,70,Aged 70 years,-8,Does not apply,5,5 people in household,0
E12000007,London,70,Aged 70 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1393
E12000007,London,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3452
E12000007,London,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,1935
E12000007,London,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1089
E12000007,London,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,753
E12000007,London,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1418
E12000007,London,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1507
E12000007,London,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1352
E12000007,London,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,768
E12000007,London,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,437
E12000007,London,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,221
E12000007,London,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,286
E12000007,London,70,Aged 70 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,70,Aged 70 years,3,Mixed or Multiple ethnic groups,1,1 person in household,282
E12000007,London,70,Aged 70 years,3,Mixed or Multiple ethnic groups,2,2 people in household,286
E12000007,London,70,Aged 70 years,3,Mixed or Multiple ethnic groups,3,3 people in household,110
E12000007,London,70,Aged 70 years,3,Mixed or Multiple ethnic groups,4,4 people in household,39
E12000007,London,70,Aged 70 years,3,Mixed or Multiple ethnic groups,5,5 people in household,25
E12000007,London,70,Aged 70 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,22
E12000007,London,70,Aged 70 years,4,White,0,0 people in household,0
E12000007,London,70,Aged 70 years,4,White,1,1 person in household,10833
E12000007,London,70,Aged 70 years,4,White,2,2 people in household,18030
E12000007,London,70,Aged 70 years,4,White,3,3 people in household,4353
E12000007,London,70,Aged 70 years,4,White,4,4 people in household,1480
E12000007,London,70,Aged 70 years,4,White,5,5 people in household,729
E12000007,London,70,Aged 70 years,4,White,6,6 or more people in household,573
E12000007,London,70,Aged 70 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,70,Aged 70 years,5,Other ethnic group,1,1 person in household,627
E12000007,London,70,Aged 70 years,5,Other ethnic group,2,2 people in household,1062
E12000007,London,70,Aged 70 years,5,Other ethnic group,3,3 people in household,550
E12000007,London,70,Aged 70 years,5,Other ethnic group,4,4 people in household,284
E12000007,London,70,Aged 70 years,5,Other ethnic group,5,5 people in household,170
E12000007,London,70,Aged 70 years,5,Other ethnic group,6,6 or more people in household,267
E12000007,London,71,Aged 71 years,-8,Does not apply,0,0 people in household,0
E12000007,London,71,Aged 71 years,-8,Does not apply,1,1 person in household,0
E12000007,London,71,Aged 71 years,-8,Does not apply,2,2 people in household,0
E12000007,London,71,Aged 71 years,-8,Does not apply,3,3 people in household,0
E12000007,London,71,Aged 71 years,-8,Does not apply,4,4 people in household,0
E12000007,London,71,Aged 71 years,-8,Does not apply,5,5 people in household,0
E12000007,London,71,Aged 71 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1384
E12000007,London,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3377
E12000007,London,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,1778
E12000007,London,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,962
E12000007,London,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,733
E12000007,London,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1153
E12000007,London,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1303
E12000007,London,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1197
E12000007,London,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,710
E12000007,London,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,382
E12000007,London,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,193
E12000007,London,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,215
E12000007,London,71,Aged 71 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,71,Aged 71 years,3,Mixed or Multiple ethnic groups,1,1 person in household,256
E12000007,London,71,Aged 71 years,3,Mixed or Multiple ethnic groups,2,2 people in household,277
E12000007,London,71,Aged 71 years,3,Mixed or Multiple ethnic groups,3,3 people in household,106
E12000007,London,71,Aged 71 years,3,Mixed or Multiple ethnic groups,4,4 people in household,39
E12000007,London,71,Aged 71 years,3,Mixed or Multiple ethnic groups,5,5 people in household,14
E12000007,London,71,Aged 71 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,19
E12000007,London,71,Aged 71 years,4,White,0,0 people in household,0
E12000007,London,71,Aged 71 years,4,White,1,1 person in household,11169
E12000007,London,71,Aged 71 years,4,White,2,2 people in household,18586
E12000007,London,71,Aged 71 years,4,White,3,3 people in household,3984
E12000007,London,71,Aged 71 years,4,White,4,4 people in household,1341
E12000007,London,71,Aged 71 years,4,White,5,5 people in household,628
E12000007,London,71,Aged 71 years,4,White,6,6 or more people in household,502
E12000007,London,71,Aged 71 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,71,Aged 71 years,5,Other ethnic group,1,1 person in household,616
E12000007,London,71,Aged 71 years,5,Other ethnic group,2,2 people in household,1091
E12000007,London,71,Aged 71 years,5,Other ethnic group,3,3 people in household,472
E12000007,London,71,Aged 71 years,5,Other ethnic group,4,4 people in household,260
E12000007,London,71,Aged 71 years,5,Other ethnic group,5,5 people in household,164
E12000007,London,71,Aged 71 years,5,Other ethnic group,6,6 or more people in household,197
E12000007,London,72,Aged 72 years,-8,Does not apply,0,0 people in household,0
E12000007,London,72,Aged 72 years,-8,Does not apply,1,1 person in household,0
E12000007,London,72,Aged 72 years,-8,Does not apply,2,2 people in household,0
E12000007,London,72,Aged 72 years,-8,Does not apply,3,3 people in household,0
E12000007,London,72,Aged 72 years,-8,Does not apply,4,4 people in household,0
E12000007,London,72,Aged 72 years,-8,Does not apply,5,5 people in household,0
E12000007,London,72,Aged 72 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1365
E12000007,London,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3164
E12000007,London,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,1467
E12000007,London,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,797
E12000007,London,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,603
E12000007,London,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1010
E12000007,London,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1364
E12000007,London,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1054
E12000007,London,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,585
E12000007,London,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,321
E12000007,London,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,163
E12000007,London,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,161
E12000007,London,72,Aged 72 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,72,Aged 72 years,3,Mixed or Multiple ethnic groups,1,1 person in household,204
E12000007,London,72,Aged 72 years,3,Mixed or Multiple ethnic groups,2,2 people in household,252
E12000007,London,72,Aged 72 years,3,Mixed or Multiple ethnic groups,3,3 people in household,83
E12000007,London,72,Aged 72 years,3,Mixed or Multiple ethnic groups,4,4 people in household,50
E12000007,London,72,Aged 72 years,3,Mixed or Multiple ethnic groups,5,5 people in household,13
E12000007,London,72,Aged 72 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,24
E12000007,London,72,Aged 72 years,4,White,0,0 people in household,0
E12000007,London,72,Aged 72 years,4,White,1,1 person in household,11571
E12000007,London,72,Aged 72 years,4,White,2,2 people in household,19150
E12000007,London,72,Aged 72 years,4,White,3,3 people in household,4073
E12000007,London,72,Aged 72 years,4,White,4,4 people in household,1303
E12000007,London,72,Aged 72 years,4,White,5,5 people in household,588
E12000007,London,72,Aged 72 years,4,White,6,6 or more people in household,517
E12000007,London,72,Aged 72 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,72,Aged 72 years,5,Other ethnic group,1,1 person in household,515
E12000007,London,72,Aged 72 years,5,Other ethnic group,2,2 people in household,968
E12000007,London,72,Aged 72 years,5,Other ethnic group,3,3 people in household,373
E12000007,London,72,Aged 72 years,5,Other ethnic group,4,4 people in household,212
E12000007,London,72,Aged 72 years,5,Other ethnic group,5,5 people in household,132
E12000007,London,72,Aged 72 years,5,Other ethnic group,6,6 or more people in household,193
E12000007,London,73,Aged 73 years,-8,Does not apply,0,0 people in household,0
E12000007,London,73,Aged 73 years,-8,Does not apply,1,1 person in household,0
E12000007,London,73,Aged 73 years,-8,Does not apply,2,2 people in household,0
E12000007,London,73,Aged 73 years,-8,Does not apply,3,3 people in household,0
E12000007,London,73,Aged 73 years,-8,Does not apply,4,4 people in household,0
E12000007,London,73,Aged 73 years,-8,Does not apply,5,5 people in household,0
E12000007,London,73,Aged 73 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1324
E12000007,London,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3003
E12000007,London,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,1286
E12000007,London,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,759
E12000007,London,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,578
E12000007,London,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,966
