Lower tier local authorities Code,Lower tier local authorities,Age (17 categories) Code,Age (17 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Economic activity status (10 categories) Code,Economic activity status (10 categories),Observation
E06000014,York,1,Aged 15 years and under,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,0
E06000014,York,1,Aged 15 years and under,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,0
E06000014,York,1,Aged 15 years and under,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,1,Aged 15 years and under,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,0
E06000014,York,1,Aged 15 years and under,4,White,-8,Does not apply,27786
E06000014,York,1,Aged 15 years and under,4,White,1,Economically active (excluding full-time students): In employment,0
E06000014,York,1,Aged 15 years and under,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,1,Aged 15 years and under,4,White,3,Economically active and a full-time student: In employment,0
E06000014,York,1,Aged 15 years and under,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,1,Aged 15 years and under,4,White,5,Economically inactive: Retired,0
E06000014,York,1,Aged 15 years and under,4,White,6,Economically inactive: Student,0
E06000014,York,1,Aged 15 years and under,4,White,7,Economically inactive: Looking after home or family,0
E06000014,York,1,Aged 15 years and under,4,White,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,1,Aged 15 years and under,4,White,9,Economically inactive: Other,0
E06000014,York,1,Aged 15 years and under,5,Other ethnic group,-8,Does not apply,379
E06000014,York,1,Aged 15 years and under,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,0
E06000014,York,1,Aged 15 years and under,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,1,Aged 15 years and under,5,Other ethnic group,3,Economically active and a full-time student: In employment,0
E06000014,York,1,Aged 15 years and under,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,1,Aged 15 years and under,5,Other ethnic group,5,Economically inactive: Retired,0
E06000014,York,1,Aged 15 years and under,5,Other ethnic group,6,Economically inactive: Student,0
E06000014,York,1,Aged 15 years and under,5,Other ethnic group,7,Economically inactive: Looking after home or family,0
E06000014,York,1,Aged 15 years and under,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,1,Aged 15 years and under,5,Other ethnic group,9,Economically inactive: Other,0
E06000014,York,2,Aged 16 to 17 years,-8,Does not apply,-8,Does not apply,0
E06000014,York,2,Aged 16 to 17 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E06000014,York,2,Aged 16 to 17 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,2,Aged 16 to 17 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E06000014,York,2,Aged 16 to 17 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,2,Aged 16 to 17 years,-8,Does not apply,5,Economically inactive: Retired,0
E06000014,York,2,Aged 16 to 17 years,-8,Does not apply,6,Economically inactive: Student,0
E06000014,York,2,Aged 16 to 17 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E06000014,York,2,Aged 16 to 17 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,2,Aged 16 to 17 years,-8,Does not apply,9,Economically inactive: Other,0
E06000014,York,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000014,York,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,1
E06000014,York,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E06000014,York,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,4
E06000014,York,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,6
E06000014,York,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,0
E06000014,York,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,95
E06000014,York,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,0
E06000014,York,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,0
E06000014,York,2,Aged 16 to 17 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,0
E06000014,York,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000014,York,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,0
E06000014,York,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,1
E06000014,York,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E06000014,York,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,0
E06000014,York,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,19
E06000014,York,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,0
E06000014,York,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,0
E06000014,York,2,Aged 16 to 17 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,0
E06000014,York,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000014,York,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,2
E06000014,York,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E06000014,York,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,19
E06000014,York,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4
E06000014,York,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,0
E06000014,York,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,88
E06000014,York,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,0
E06000014,York,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,2,Aged 16 to 17 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,0
E06000014,York,2,Aged 16 to 17 years,4,White,-8,Does not apply,0
E06000014,York,2,Aged 16 to 17 years,4,White,1,Economically active (excluding full-time students): In employment,159
E06000014,York,2,Aged 16 to 17 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,53
E06000014,York,2,Aged 16 to 17 years,4,White,3,Economically active and a full-time student: In employment,496
E06000014,York,2,Aged 16 to 17 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,246
E06000014,York,2,Aged 16 to 17 years,4,White,5,Economically inactive: Retired,0
E06000014,York,2,Aged 16 to 17 years,4,White,6,Economically inactive: Student,2519
E06000014,York,2,Aged 16 to 17 years,4,White,7,Economically inactive: Looking after home or family,8
E06000014,York,2,Aged 16 to 17 years,4,White,8,Economically inactive: Long-term sick or disabled,6
E06000014,York,2,Aged 16 to 17 years,4,White,9,Economically inactive: Other,52
E06000014,York,2,Aged 16 to 17 years,5,Other ethnic group,-8,Does not apply,0
E06000014,York,2,Aged 16 to 17 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,0
E06000014,York,2,Aged 16 to 17 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,2,Aged 16 to 17 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,2
E06000014,York,2,Aged 16 to 17 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E06000014,York,2,Aged 16 to 17 years,5,Other ethnic group,5,Economically inactive: Retired,0
E06000014,York,2,Aged 16 to 17 years,5,Other ethnic group,6,Economically inactive: Student,34
E06000014,York,2,Aged 16 to 17 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,0
E06000014,York,2,Aged 16 to 17 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,2,Aged 16 to 17 years,5,Other ethnic group,9,Economically inactive: Other,0
E06000014,York,3,Aged 18 to 19 years,-8,Does not apply,-8,Does not apply,0
E06000014,York,3,Aged 18 to 19 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E06000014,York,3,Aged 18 to 19 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,3,Aged 18 to 19 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E06000014,York,3,Aged 18 to 19 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,3,Aged 18 to 19 years,-8,Does not apply,5,Economically inactive: Retired,0
E06000014,York,3,Aged 18 to 19 years,-8,Does not apply,6,Economically inactive: Student,0
E06000014,York,3,Aged 18 to 19 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E06000014,York,3,Aged 18 to 19 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,3,Aged 18 to 19 years,-8,Does not apply,9,Economically inactive: Other,0
E06000014,York,3,Aged 18 to 19 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000014,York,3,Aged 18 to 19 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,9
E06000014,York,3,Aged 18 to 19 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E06000014,York,3,Aged 18 to 19 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,14
E06000014,York,3,Aged 18 to 19 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9
E06000014,York,3,Aged 18 to 19 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,0
E06000014,York,3,Aged 18 to 19 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,107
E06000014,York,3,Aged 18 to 19 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,2
E06000014,York,3,Aged 18 to 19 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,0
E06000014,York,3,Aged 18 to 19 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,4
E06000014,York,3,Aged 18 to 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000014,York,3,Aged 18 to 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,1
E06000014,York,3,Aged 18 to 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E06000014,York,3,Aged 18 to 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,7
E06000014,York,3,Aged 18 to 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E06000014,York,3,Aged 18 to 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,0
E06000014,York,3,Aged 18 to 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,24
E06000014,York,3,Aged 18 to 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,0
E06000014,York,3,Aged 18 to 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,0
E06000014,York,3,Aged 18 to 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,0
E06000014,York,3,Aged 18 to 19 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000014,York,3,Aged 18 to 19 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,16
E06000014,York,3,Aged 18 to 19 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7
E06000014,York,3,Aged 18 to 19 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,25
E06000014,York,3,Aged 18 to 19 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,13
E06000014,York,3,Aged 18 to 19 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,0
E06000014,York,3,Aged 18 to 19 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,66
E06000014,York,3,Aged 18 to 19 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,1
E06000014,York,3,Aged 18 to 19 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,3,Aged 18 to 19 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,3
E06000014,York,3,Aged 18 to 19 years,4,White,-8,Does not apply,0
E06000014,York,3,Aged 18 to 19 years,4,White,1,Economically active (excluding full-time students): In employment,947
E06000014,York,3,Aged 18 to 19 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,164
E06000014,York,3,Aged 18 to 19 years,4,White,3,Economically active and a full-time student: In employment,733
E06000014,York,3,Aged 18 to 19 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,213
E06000014,York,3,Aged 18 to 19 years,4,White,5,Economically inactive: Retired,0
E06000014,York,3,Aged 18 to 19 years,4,White,6,Economically inactive: Student,1575
E06000014,York,3,Aged 18 to 19 years,4,White,7,Economically inactive: Looking after home or family,28
E06000014,York,3,Aged 18 to 19 years,4,White,8,Economically inactive: Long-term sick or disabled,33
E06000014,York,3,Aged 18 to 19 years,4,White,9,Economically inactive: Other,127
E06000014,York,3,Aged 18 to 19 years,5,Other ethnic group,-8,Does not apply,0
E06000014,York,3,Aged 18 to 19 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,5
E06000014,York,3,Aged 18 to 19 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,3,Aged 18 to 19 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,6
E06000014,York,3,Aged 18 to 19 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E06000014,York,3,Aged 18 to 19 years,5,Other ethnic group,5,Economically inactive: Retired,0
E06000014,York,3,Aged 18 to 19 years,5,Other ethnic group,6,Economically inactive: Student,20
E06000014,York,3,Aged 18 to 19 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,0
E06000014,York,3,Aged 18 to 19 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,3,Aged 18 to 19 years,5,Other ethnic group,9,Economically inactive: Other,2
E06000014,York,4,Aged 20 to 24 years,-8,Does not apply,-8,Does not apply,0
E06000014,York,4,Aged 20 to 24 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E06000014,York,4,Aged 20 to 24 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,4,Aged 20 to 24 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E06000014,York,4,Aged 20 to 24 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,4,Aged 20 to 24 years,-8,Does not apply,5,Economically inactive: Retired,0
E06000014,York,4,Aged 20 to 24 years,-8,Does not apply,6,Economically inactive: Student,0
E06000014,York,4,Aged 20 to 24 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E06000014,York,4,Aged 20 to 24 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,4,Aged 20 to 24 years,-8,Does not apply,9,Economically inactive: Other,0
E06000014,York,4,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000014,York,4,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,135
E06000014,York,4,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,13
E06000014,York,4,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,99
E06000014,York,4,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,25
E06000014,York,4,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,0
E06000014,York,4,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,537
E06000014,York,4,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,6
E06000014,York,4,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,1
E06000014,York,4,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,14
E06000014,York,4,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000014,York,4,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,32
E06000014,York,4,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7
E06000014,York,4,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,35
E06000014,York,4,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,12
E06000014,York,4,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,0
E06000014,York,4,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,70
E06000014,York,4,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,0
E06000014,York,4,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,1
E06000014,York,4,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,4
E06000014,York,4,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000014,York,4,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,118
E06000014,York,4,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,19
E06000014,York,4,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,89
E06000014,York,4,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,27
E06000014,York,4,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,0
E06000014,York,4,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,239
E06000014,York,4,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,3
E06000014,York,4,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,4,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,12
E06000014,York,4,Aged 20 to 24 years,4,White,-8,Does not apply,0
E06000014,York,4,Aged 20 to 24 years,4,White,1,Economically active (excluding full-time students): In employment,6147
E06000014,York,4,Aged 20 to 24 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,506
E06000014,York,4,Aged 20 to 24 years,4,White,3,Economically active and a full-time student: In employment,2427
E06000014,York,4,Aged 20 to 24 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,521
E06000014,York,4,Aged 20 to 24 years,4,White,5,Economically inactive: Retired,6
E06000014,York,4,Aged 20 to 24 years,4,White,6,Economically inactive: Student,5107
E06000014,York,4,Aged 20 to 24 years,4,White,7,Economically inactive: Looking after home or family,213
E06000014,York,4,Aged 20 to 24 years,4,White,8,Economically inactive: Long-term sick or disabled,172
E06000014,York,4,Aged 20 to 24 years,4,White,9,Economically inactive: Other,345
E06000014,York,4,Aged 20 to 24 years,5,Other ethnic group,-8,Does not apply,0
E06000014,York,4,Aged 20 to 24 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,27
E06000014,York,4,Aged 20 to 24 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9
E06000014,York,4,Aged 20 to 24 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,15
E06000014,York,4,Aged 20 to 24 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E06000014,York,4,Aged 20 to 24 years,5,Other ethnic group,5,Economically inactive: Retired,0
E06000014,York,4,Aged 20 to 24 years,5,Other ethnic group,6,Economically inactive: Student,70
E06000014,York,4,Aged 20 to 24 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,5
E06000014,York,4,Aged 20 to 24 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,1
E06000014,York,4,Aged 20 to 24 years,5,Other ethnic group,9,Economically inactive: Other,11
E06000014,York,5,Aged 25 to 29 years,-8,Does not apply,-8,Does not apply,0
E06000014,York,5,Aged 25 to 29 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E06000014,York,5,Aged 25 to 29 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,5,Aged 25 to 29 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E06000014,York,5,Aged 25 to 29 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,5,Aged 25 to 29 years,-8,Does not apply,5,Economically inactive: Retired,0
E06000014,York,5,Aged 25 to 29 years,-8,Does not apply,6,Economically inactive: Student,0
E06000014,York,5,Aged 25 to 29 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E06000014,York,5,Aged 25 to 29 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E06000014,York,5,Aged 25 to 29 years,-8,Does not apply,9,Economically inactive: Other,0
E06000014,York,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000014,York,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,311
E06000014,York,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,18
E06000014,York,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,27
E06000014,York,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7
E06000014,York,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,0
E06000014,York,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,128
E06000014,York,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,21
E06000014,York,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,2
E06000014,York,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,12
E06000014,York,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000014,York,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,40
E06000014,York,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,11
E06000014,York,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,8
E06000014,York,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E06000014,York,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,0
E06000014,York,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,12
E06000014,York,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,3
E06000014,York,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,0
E06000014,York,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,9
E06000014,York,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
